iter	Passed	Remaining
765	5116	1562
766	5122	1556
767	5128	1549
768	5135	1542
769	5141	1535
770	5147	1528
771	5153	1522
772	5159	1515
773	5165	1508
774	5172	1501
775	5178	1494
776	5184	1487
777	5191	1481
778	5197	1474
779	5204	1467
780	5210	1461
781	5216	1454
782	5223	1447
783	5229	1440
784	5235	1433
785	5241	1427
786	5248	1420
787	5255	1413
788	5261	1407
789	5268	1400
790	5274	1393
791	5281	1386
792	5287	1380
793	5294	1373
794	5300	1366
795	5307	1360
796	5313	1353
797	5319	1346
798	5326	1339
799	5332	1333
800	5339	1326
801	5345	1319
802	5351	1312
803	5358	1306
804	5364	1299
805	5371	1292
806	5377	1286
807	5383	1279
808	5389	1272
809	5395	1265
810	5401	1258
811	5408	1252
812	5414	1245
813	5420	1238
814	5427	1231
815	5433	1225
816	5439	1218
817	5446	1211
818	5453	1205
819	5460	1198
820	5467	1192
821	5473	1185
822	5479	1178
823	5485	1171
824	5491	1164
825	5498	1158
826	5504	1151
827	5510	1144
828	5516	1137
829	5523	1131
830	5529	1124
831	5536	1117
832	5543	1111
833	5549	1104
834	5556	1097
835	5562	1091
836	5568	1084
837	5577	1078
838	5585	1071
839	5592	1065
840	5598	1058
841	5604	1051
842	5610	1044
843	5616	1038
844	5625	1031
845	5631	1025
846	5637	1018
847	5643	1011
848	5649	1004
849	5655	998
850	5662	991
851	5669	984
852	5675	978
853	5681	971
854	5688	964
855	5694	957
856	5701	951
857	5707	944
858	5714	937
859	5720	931
860	5726	924
861	5733	917
862	5740	911
863	5746	904
864	5753	897
865	5759	891
866	5766	884
867	5772	877
868	5779	871
869	5785	864
870	5791	857
871	5797	851
872	5803	844
873	5810	837
874	5816	830
875	5822	824
876	5828	817
877	5834	810
878	5840	803
879	5846	797
880	5852	790
881	5859	783
882	5865	777
883	5872	770
884	5878	763
885	5884	757
886	5890	750
887	5896	743
888	5902	737
889	5909	730
890	5915	723
891	5921	716
892	5927	710
893	5934	703
894	5940	696
895	5946	690
896	5953	683
897	5959	676
898	5965	670
899	5972	663
900	5977	656
901	5984	650
902	5990	643
903	5998	636
904	6007	630
905	6013	623
906	6019	617
907	6025	610
908	6031	603
909	6037	597
910	6044	590
911	6051	583
912	6057	577
913	6063	570
914	6069	563
915	6076	557
916	6082	550
917	6088	543
918	6095	537
919	6101	530
920	6107	523
921	6114	517
922	6121	510
923	6128	504
924	6134	497
925	6140	490
926	6146	484
927	6153	477
928	6159	470
929	6165	464
930	6172	457
931	6177	450
932	6184	444
933	6190	437
934	6196	430
935	6203	424
936	6210	417
937	6216	410
938	6222	404
939	6228	397
940	6234	390
941	6241	384
942	6247	377
943	6253	370
944	6260	364
945	6266	357
946	6272	351
947	6279	344
948	6285	337
949	6291	331
950	6298	324
951	6304	317
952	6310	311
953	6317	304
954	6323	297
955	6329	291
956	6335	284
957	6341	278
958	6348	271
959	6354	264
960	6361	258
961	6367	251
962	6374	244
963	6381	238
964	6387	231
965	6394	225
966	6400	218
967	6406	211
968	6413	205
969	6419	198
970	6427	191
971	6433	185
972	6439	178
973	6445	172
974	6451	165
975	6458	158
976	6464	152
977	6470	145
978	6478	138
979	6484	132
980	6491	125
981	6498	119
982	6504	112
983	6511	105
984	6517	99
985	6523	92
986	6530	86
987	6536	79
988	6542	72
989	6549	66
990	6555	59
991	6562	52
992	6568	46
993	6574	39
994	6580	33
995	6587	26
996	6594	19
997	6600	13
998	6606	6
999	6613	0
