iter	Logloss
200	0.1281332843
201	0.1279198319
202	0.1275982618
203	0.1273681868
204	0.127072672
205	0.1268472752
206	0.1267074146
207	0.12640801
208	0.126145569
209	0.1259145306
210	0.125569446
211	0.1254200623
212	0.1252044967
213	0.124956
214	0.1246118375
215	0.12441923
216	0.1241813033
217	0.1240067234
218	0.1237528895
219	0.1234376552
220	0.1231703232
221	0.1229262163
222	0.1227236943
223	0.1224587585
224	0.1222079016
225	0.1220127709
226	0.1217960415
227	0.121711756
228	0.1214789395
229	0.1212805231
230	0.1210394007
231	0.1208109319
232	0.1206307634
233	0.1204356859
234	0.1201521082
235	0.1199080561
236	0.1196266742
237	0.1194288475
238	0.1191830237
239	0.1189629262
240	0.1187517461
241	0.1186422917
242	0.1185552311
243	0.1182860766
244	0.1181200118
245	0.1179510739
246	0.1177293045
247	0.1175045203
248	0.1172801279
249	0.117114775
250	0.1168964868
251	0.1167518484
252	0.1166291308
253	0.1164448623
254	0.1161974282
255	0.1160445357
256	0.1157722601
257	0.1156600401
258	0.1155325227
259	0.1152823693
260	0.1150427368
261	0.1149062445
262	0.1147942892
263	0.114648979
264	0.1144469694
265	0.1143042545
266	0.1140480662
267	0.1138761995
268	0.1137038876
269	0.113492984
270	0.1133643503
271	0.113185979
272	0.1131030009
273	0.1129868309
274	0.112775796
275	0.1125039307
276	0.1123895557
277	0.1121916367
278	0.1120463692
279	0.1117676557
280	0.1116569452
281	0.1114819109
282	0.111341589
283	0.111038415
284	0.1108945324
285	0.1106666431
286	0.1104655107
287	0.1103300371
288	0.110244781
289	0.1100338734
290	0.1098698336
291	0.1097437794
292	0.1096109021
293	0.1095410916
294	0.1092651842
295	0.1091586804
296	0.1089656061
297	0.1087740966
298	0.1087031666
299	0.10855328
300	0.1084221258
301	0.1083451431
302	0.1081570867
303	0.108053276
304	0.1078565397
305	0.1077772308
306	0.1076651004
307	0.1074621907
308	0.1073923082
309	0.1072707445
310	0.1071180989
311	0.1068892825
312	0.1067056486
313	0.1065043768
314	0.1063379194
315	0.1062366288
316	0.1060474484
317	0.1058916881
318	0.1057058549
319	0.1054556011
320	0.1053449345
321	0.1051640333
322	0.1050229532
323	0.1049271066
324	0.1047737706
325	0.1046495203
326	0.1044653264
327	0.1043962254
328	0.1042979792
329	0.1042010044
330	0.1039641794
331	0.1038332046
332	0.1037022978
333	0.1036346018
334	0.1034094815
335	0.1032302966
336	0.1030048221
337	0.1028129569
338	0.1026839896
339	0.1025696898
340	0.1024000218
341	0.1023442775
342	0.102140956
343	0.1019697219
344	0.1018693047
345	0.1017394543
346	0.1016450562
347	0.1014727793
348	0.1013947896
349	0.1012514501
350	0.1011512294
351	0.1009348597
352	0.1008629652
353	0.100715658
354	0.1006320782
355	0.1005730957
356	0.1005007983
357	0.1004144977
358	0.1003643501
359	0.1002992778
360	0.1001921837
361	0.1000997321
362	0.1000461624
363	0.09992458191
364	0.09984233419
365	0.09971114348
366	0.09960218741
367	0.09939302914
368	0.09930081065
369	0.09915988256
370	0.09899724737
371	0.09895290159
372	0.09889345682
373	0.09880192014
374	0.09861841693
375	0.09855318903
376	0.09842627829
377	0.09835662649
378	0.09817930694
379	0.09811659747
380	0.0979754981
381	0.09791396938
382	0.09780222827
383	0.09763109817
384	0.09755931813
385	0.09748396182
386	0.09740400642
387	0.09733894812
388	0.09718833514
389	0.09699543157
390	0.09683229759
391	0.096765307
392	0.09662831711
393	0.09644335313
394	0.09629654828
395	0.09624227809
396	0.09618153366
397	0.09611242086
398	0.096074054
399	0.09599540235
400	0.09592670743
401	0.09586245979
402	0.09578555505
403	0.09572096415
404	0.0955710135
405	0.09551135711
406	0.095458092
407	0.09540306516
408	0.09535377127
409	0.09518327193
410	0.09510782346
411	0.09501476903
412	0.09495506827
413	0.09480901846
414	0.09462759036
415	0.09456739993
416	0.09450693196
417	0.09442769226
418	0.09437029201
419	0.09429835275
420	0.09424229065
421	0.09416880168
422	0.09410783922
423	0.09403971612
424	0.09387192004
425	0.09381199391
426	0.093675161
427	0.09349341414
428	0.09343596635
429	0.09337589881
430	0.09315954571
431	0.09309874395
432	0.0930388971
433	0.09297358806
434	0.09291513205
435	0.09281086632
436	0.0927504321
437	0.09269172923
438	0.09263523906
439	0.09258448175
440	0.09252606878
441	0.09246583551
442	0.09240159843
443	0.09234044792
444	0.09226747344
445	0.09220902219
446	0.09215371261
447	0.09195620598
448	0.09188897749
449	0.0918323215
450	0.09178164477
451	0.09172368139
452	0.09166822529
453	0.0916129522
454	0.09152635378
455	0.09147046698
456	0.09141546102
457	0.09125481587
458	0.09116149267
459	0.09107186606
460	0.09101505717
461	0.09095738216
462	0.0909007559
463	0.09084209027
464	0.09079530206
465	0.09070506861
466	0.09064922572
467	0.09048482409
468	0.09033377694
469	0.09013505701
470	0.09007984435
471	0.08991214721
472	0.08985041502
473	0.08970826116
474	0.0896276547
475	0.08957087229
476	0.08950607741
477	0.08945264701
478	0.0892776857
479	0.08921684479
480	0.08915722477
481	0.08910382556
482	0.08905305839
483	0.08893696938
484	0.08888293717
485	0.0887528211
486	0.08870347523
487	0.08865118159
488	0.08858863751
489	0.08853415959
490	0.08848262655
491	0.08832718535
492	0.08827958183
493	0.08823004303
494	0.08817708419
495	0.08812662109
496	0.0880738144
497	0.08799869347
498	0.08794493095
499	0.08789530095
500	0.08784015267
501	0.08778240701
502	0.0876095277
503	0.08756231619
504	0.08751371643
505	0.08730148352
506	0.08725245077
507	0.08720211622
508	0.08715237409
509	0.08710333779
510	0.08704939363
511	0.08700081292
512	0.08692421692
513	0.08687159389
514	0.08668053321
515	0.08647151832
516	0.08632203078
517	0.0862298693
518	0.08615081783
519	0.08610289481
520	0.08605438914
521	0.08589960965
522	0.08582964123
523	0.08578133682
524	0.08573526572
525	0.08568812326
526	0.08560416082
527	0.08532673707
528	0.08525343405
529	0.085204732
530	0.08512809808
531	0.08508163343
532	0.08503328584
533	0.0849774227
534	0.0849316027
535	0.08488604776
536	0.08484070739
537	0.08469606612
538	0.08464801322
539	0.08449904285
540	0.08436963386
541	0.08432391302
542	0.08427743345
543	0.08422045693
544	0.08411046524
545	0.08387056277
546	0.08380796579
547	0.08376483865
548	0.08372121862
549	0.08367863302
550	0.08363452259
551	0.08359092098
552	0.08354556444
553	0.08346362075
554	0.08329015116
555	0.08324631397
556	0.08320280254
557	0.08315904358
558	0.08309293341
559	0.08294566327
560	0.08290226092
561	0.08270068383
562	0.08250610121
563	0.08246529477
564	0.08229865783
565	0.08225411313
566	0.08210270065
567	0.08205897408
568	0.08201696657
569	0.08197465143
570	0.08191174088
571	0.08175517636
572	0.08171195795
573	0.08166954949
574	0.08156559394
575	0.08140939109
576	0.08137100312
577	0.08117138095
578	0.0810349504
579	0.08099315326
580	0.08094983484
581	0.08068418285
582	0.08049951579
583	0.08043780815
584	0.08039739394
585	0.08027778354
586	0.08021365933
587	0.08017291105
588	0.08000788261
589	0.07975626626
590	0.07971749211
591	0.07967804014
592	0.07961141743
593	0.07957238625
594	0.07951813566
595	0.07948028488
596	0.07943829307
597	0.07939890649
598	0.07935807995
599	0.079160358
600	0.07899990761
601	0.07896104111
602	0.07892226916
603	0.07888409921
604	0.07884641833
605	0.07880953724
606	0.07876979695
607	0.07873161789
608	0.07866013902
609	0.07860725633
610	0.07842519499
611	0.07825975357
612	0.07818273064
613	0.0781449226
614	0.0781094503
615	0.07807280311
616	0.07803712183
617	0.07790861872
618	0.0777451479
619	0.07763780775
620	0.07760052882
621	0.07756404012
622	0.07750382269
623	0.0774669471
624	0.07743113166
625	0.07723523419
626	0.07719722658
627	0.07716077177
628	0.07712459976
629	0.07707106343
630	0.07685769877
631	0.07678197944
632	0.07672852044
633	0.07669266215
634	0.07665687768
635	0.07662093947
636	0.07658583665
637	0.07655030633
638	0.07643834243
639	0.07640338847
640	0.07636813768
641	0.07633505588
642	0.07630060991
643	0.07626611793
644	0.07623235779
645	0.07601342968
646	0.07587328835
647	0.07581632482
648	0.07576555998
649	0.07556691272
650	0.07553228741
651	0.07537307976
652	0.0752713403
653	0.07519965418
654	0.07516558082
655	0.07508285756
656	0.07502939351
657	0.07499489085
658	0.07496127864
659	0.07475890321
660	0.07470210871
661	0.07450201924
662	0.074371533
663	0.074337957
664	0.07430470912
665	0.07410519249
666	0.07388189588
667	0.07384586947
668	0.07381227386
669	0.07377865641
670	0.07374735327
671	0.07369474187
672	0.07362555181
673	0.07347203636
674	0.07343868617
675	0.07340545777
676	0.07337153138
677	0.07324664617
678	0.07321303995
679	0.07318028925
680	0.07304867602
681	0.07301671063
682	0.07298403293
683	0.07295219061
684	0.07288404791
685	0.0727652975
686	0.07273216789
687	0.07270058137
688	0.07265135846
689	0.07261947494
690	0.07258742657
691	0.0725239209
692	0.07236814495
693	0.07218078975
694	0.07204555433
695	0.07201367865
696	0.07198267776
697	0.07185266512
698	0.07169734439
699	0.07166744587
700	0.0716361001
701	0.07158852116
702	0.07143283414
703	0.07140154574
704	0.07126136598
705	0.07121144312
706	0.07112874997
707	0.07109762734
708	0.07106718574
709	0.0710089713
710	0.0709786552
711	0.07094798788
712	0.07091732311
713	0.07088782834
714	0.07085752499
715	0.07082696448
716	0.07079605712
717	0.07060785081
718	0.07042249958
719	0.0702777033
720	0.07005770056
721	0.07002759185
722	0.06998113365
723	0.06993101321
724	0.06990151757
725	0.06973892068
726	0.06967311154
727	0.06960302368
728	0.06944933349
729	0.06941927604
730	0.06938932433
731	0.06935961091
732	0.06927913933
733	0.06924954928
734	0.069199101
735	0.06916966675
736	0.06911625417
737	0.06899703015
738	0.06896919886
739	0.06885671096
740	0.06882788378
741	0.06879922114
742	0.06877023673
743	0.06872305837
744	0.06859030689
745	0.06852839069
746	0.06849946035
747	0.06841369902
748	0.06838472578
749	0.06826511489
750	0.06821200974
751	0.06818318487
752	0.06806105845
753	0.06803239508
754	0.06800469995
755	0.06797627741
756	0.06785644031
757	0.06771943565
758	0.06760936739
759	0.06758100549
760	0.06743251048
761	0.06740427872
762	0.06737619876
763	0.06726995284
764	0.06724375207
765	0.06721588778
766	0.06713715399
767	0.06710954243
768	0.06705020098
769	0.06695146943
770	0.06690520235
771	0.06687762138
772	0.06677851875
773	0.06675108185
774	0.06657422434
775	0.06641995382
776	0.06639298856
777	0.06636578108
778	0.06632113647
779	0.06627042361
780	0.06621087662
781	0.06618374843
782	0.06615677907
783	0.06611788662
784	0.06609020668
785	0.06602026543
786	0.06588213214
787	0.06582988518
788	0.06580315219
789	0.06577647685
790	0.06559405256
791	0.06542441993
792	0.06539772881
793	0.06529248733
794	0.06525298232
795	0.06519395972
796	0.06516746539
797	0.06514104895
798	0.06511126184
799	0.06495139993
800	0.06479179107
801	0.06474713383
802	0.06472119415
803	0.06466697731
804	0.06464077863
805	0.06452149258
806	0.0644923966
807	0.06446540183
808	0.06441917756
809	0.06439369191
810	0.06436496646
811	0.06427178137
812	0.06424709364
813	0.06421935323
814	0.06414074371
815	0.06397864476
816	0.06387108598
817	0.06384472876
818	0.0638044405
819	0.06363990272
820	0.06356160635
821	0.06353655311
822	0.06350159826
823	0.06347609026
824	0.06345049933
825	0.06336410773
826	0.06333330703
827	0.06318579033
828	0.0631610435
829	0.06312383597
830	0.06309872977
831	0.06306749564
832	0.06304047957
833	0.06299830764
834	0.06292386577
835	0.06289973934
836	0.06287524124
837	0.06273722242
838	0.06264142571
839	0.06261660488
840	0.06259027012
841	0.06256322298
842	0.06254031914
843	0.06248919737
844	0.06244788501
845	0.06242377241
846	0.06239772508
847	0.06232588897
848	0.06223383021
849	0.06220983981
850	0.062183445
851	0.06213328285
852	0.06210267575
853	0.06205866164
854	0.06203459299
855	0.06200709479
856	0.06198303765
857	0.06187447953
858	0.06185054633
859	0.06182642873
860	0.06180129452
861	0.0617732142
862	0.06174524246
863	0.06169315379
864	0.06165382747
865	0.06163014176
866	0.0616052439
867	0.06150239655
868	0.06138566736
869	0.0613587789
870	0.06129285463
871	0.06126561611
872	0.0611035334
873	0.06105964525
874	0.06103449442
875	0.06099327885
876	0.06095483556
877	0.06092819692
878	0.06088473267
879	0.06086133655
880	0.06077962709
881	0.060678209
882	0.06065496713
883	0.0606318217
884	0.06048388129
885	0.06046159804
886	0.06042176216
887	0.06038273253
888	0.06035640594
889	0.0603321168
890	0.06031014203
891	0.06021449941
892	0.060188516
893	0.06013905609
894	0.05998790586
895	0.05996513557
896	0.05987755975
897	0.05985587094
898	0.05975409042
899	0.05969698363
900	0.05967200378
901	0.05963196976
902	0.05960996755
903	0.05957214668
904	0.05955167493
905	0.05948814628
906	0.05946391782
907	0.05941122726
908	0.05938950949
909	0.05926820838
910	0.05924660374
911	0.05920892469
912	0.05916545219
913	0.05914335536
914	0.05911878112
915	0.05906391849
916	0.05900519034
917	0.05886398538
918	0.05883979998
919	0.05880525333
920	0.05878239623
921	0.05876053983
922	0.05873653305
923	0.05863818179
924	0.05858154728
925	0.05856020145
926	0.05851038398
927	0.05848780013
928	0.05846234581
929	0.05830345662
930	0.05821899206
931	0.05819735912
932	0.05815427777
933	0.05813185227
934	0.05810523881
935	0.05808444685
936	0.05804217395
937	0.05800099582
938	0.05797951042
939	0.05792816237
940	0.05783788261
941	0.05781421759
942	0.05772279918
943	0.0576874483
944	0.05758225627
945	0.05756099617
946	0.05753876329
947	0.05739308196
948	0.05734659475
949	0.05732578566
950	0.05729307375
951	0.05718900662
952	0.0571273754
953	0.05710734251
954	0.0570866342
955	0.05704551684
956	0.05700262431
957	0.0569821119
958	0.0569530759
959	0.05689527594
960	0.05685119369
961	0.05683037777
962	0.05680818085
963	0.05678880861
964	0.05675682374
965	0.05672058476
966	0.05668595819
967	0.05660626177
968	0.05658603163
969	0.05656618324
970	0.05649957298
971	0.05642896856
972	0.05640907645
973	0.05634445468
974	0.05631445878
975	0.05629406695
976	0.05627496354
977	0.05622305474
978	0.0561519667
979	0.05608812928
980	0.05606430226
981	0.05604522784
982	0.05596885814
983	0.05592947697
984	0.0559088223
985	0.05587467771
986	0.05572451064
987	0.05570348969
988	0.05568198096
989	0.05566248906
990	0.0556154425
991	0.05555724535
992	0.05553733985
993	0.05551699228
994	0.05538432822
995	0.05535486944
996	0.05527029046
997	0.05515758273
998	0.05513746181
999	0.05510279624
